FechaHora,Temperatura_Gas_Base,Temperatura_Gas_Tope,Presion_Reactor,Flujo_Gas_Reduc,CO_Base,H2_Base,CO2_Base,CH4_Base,CO_Tope,H2_Tope,CO2_Tope,H2O_Tope,Grado_Metalizacion_Entrada,Grado_Metalizacion_Salida,Temperatura_Pellas_Tope,Temperatura_Pellas_Salida,Consumo_Gas_Especifico,Produccion_DRI,Eficiencia_Reduccion
2025-09-15 00:00:00,887.4540118847362,385.5460584011007,1.5401168728308212,18998.672035436743,42.42706521199981,53.460997265377856,3.042029978776528,2.2251469366896384,7.464322922237233,15.565856561467156,27.962414505413683,9.80746162287056,0.40614817403336334,90.98020055039052,56.13592404945593,676.2212058314177,428.8244451569933,109.05766720831024,75.98222459741768
2025-09-15 01:00:00,945.0714306409916,370.3657859380024,1.7622556947851273,19957.699854572562,39.254933344480754,59.75610200859915,4.699500037061817,2.74739718693269,7.021448736274346,18.739210470128135,22.719460394184487,8.339339533504067,4.962908977438817,91.1067543063593,56.66441754105085,659.17169688924,417.1034717328778,118.91430216882048,73.9820322911095
2025-09-15 02:00:00,923.1993941811405,347.4173829087325,1.7051984134948308,18884.837767278408,38.45934992546963,56.40972077345332,2.0654701903264687,2.447946110932188,7.65468839206047,24.444485826943033,26.92358922461058,9.666025438796531,0.7810075396529964,91.21376369494922,83.87979407848235,619.2023369136344,440.4989371841736,113.53640087260094,66.1647637290834
2025-09-15 03:00:00,909.8658484197036,309.78341606510014,1.9911893084543033,21950.67203198659,38.710387629846025,58.22480563634361,3.991369058526767,1.2411168328073805,7.9756583745284075,21.41734397298558,22.640619846937188,6.327482037145362,4.9421049698174055,92.32024234226387,39.678448007473676,666.6685651892514,411.91448352765457,106.03173739747103,69.67767705708378
2025-09-15 04:00:00,865.6018640442436,349.16158751168325,1.5560194510840262,21776.237358746454,44.87649563736058,51.32524672741848,4.890183302640651,2.804906614571683,5.049619105639178,21.71479148667207,29.390684794502917,8.057318056128304,4.886399662832236,90.30690123372239,86.51899892086672,662.3379565959907,411.2191489899898,103.76605049834212,72.17887126116116
2025-09-15 05:00:00,865.5994520336203,347.3471770780566,1.6989277995228709,18157.707245474023,35.40109191412483,58.620144822726225,3.6805045503855256,1.1328876887115498,7.32047579726752,21.3228215363764,26.363742815333744,8.392499841463188,3.969090519540198,92.38676064557458,73.65603354212635,660.2469170457266,425.22514620274177,106.07470092450198,69.53528976244858
2025-09-15 06:00:00,855.80836121682,317.3201869910015,1.9847352166376844,20822.300690062755,43.670314961224484,59.22757190513394,4.810467386099275,2.0679349450955273,9.81749620443794,16.989921389594368,23.245118001753422,6.587748501287942,3.2971148104099877,93.07024468268821,56.422733033464326,648.978586798824,413.04246229810445,101.8603481852535,73.94755285028427
2025-09-15 07:00:00,936.6176145774936,343.38516492379733,1.93275356294699,21700.993269662664,40.786754085723935,54.87061918818936,2.1567736378580715,1.2842742475869153,7.5951614006477435,19.1833386410228,22.695118622922728,9.240546175078151,2.8890352512554234,92.89976570979795,59.352146243790145,652.8656603989275,400.4543517475608,102.8773593268666,72.00581708950887
2025-09-15 08:00:00,910.1115011743209,339.85047343973736,1.90853603547464,18722.301380509332,39.386154191895905,56.062529377509776,3.2563799572224843,1.0234132214618081,8.387711337294766,22.509397983633182,21.909265850716434,9.735807314501239,4.330507726889174,92.29670460241825,44.24854053895719,633.4442527118103,432.4148763649401,102.09320880692962,67.6296118862016
2025-09-15 09:00:00,920.8072577796046,361.58500980522166,1.6289514135224699,20271.780922210517,42.252576604151365,57.64809800902995,2.7804733728861537,1.844068520255278,6.5593192895844155,16.013728975531592,26.94640958893728,9.424275588480022,1.4471976080974396,95.03487964842452,81.40857495227311,651.9312692642303,425.5546910736199,108.45887087483115,77.40450867572257
