PAIS,DEPARTAMENTO,PROVINCIA,DISTRITO,ESTRATO,PROCESO,ETAPA,YEAR,MES,MES.1,MINERAL,TITULAR,UNIDAD,UNIDAD DE MEDIDA,Valor,ORO-PLATA_gF
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,ENERO,1,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,GRAVIMETRÍA,CONCENTRACIÓN,2024,ENERO,1,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,ENERO,1,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,GRAVIMETRÍA,CONCENTRACIÓN,2024,ENERO,1,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,ENERO,1,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,ENERO,1,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,FEBRERO,2,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,GRAVIMETRÍA,CONCENTRACIÓN,2024,FEBRERO,2,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,GRAVIMETRÍA,CONCENTRACIÓN,2024,FEBRERO,2,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,FEBRERO,2,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,174.3349876882,174334.9876882
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,FEBRERO,2,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,FEBRERO,2,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,312.7,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,MARZO,3,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,GRAVIMETRÍA,CONCENTRACIÓN,2024,MARZO,3,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,GRAVIMETRÍA,CONCENTRACIÓN,2024,MARZO,3,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2024,MARZO,3,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,111.972516624,111972.516624
