PAIS,DEPARTAMENTO,PROVINCIA,DISTRITO,ESTRATO,PROCESO,ETAPA,YEAR,MES,MES.1,MINERAL,TITULAR,UNIDAD,UNIDAD DE MEDIDA,Valor,ORO-PLATA_gF
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,ENERO,1,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,ENERO,1,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,43.544868,43544.868
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,ENERO,1,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,ENERO,1,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,104,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,FEBRERO,2,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,30,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,FEBRERO,2,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,376.041035,376041.03500000003
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,FEBRERO,2,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,54,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,FEBRERO,2,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,156,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,MARZO,3,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,46.8,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,MARZO,3,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,223.945033,223945.033
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,MARZO,3,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,MARZO,3,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,ABRIL,4,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,ABRIL,4,PLATA,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,Kg Fino,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,ABRIL,4,PLOMO,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,ABRIL,4,ZINC,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,0,0
PERÚ,ÁNCASH,BOLOGNESI,AQUIA,PEQUEÑO PRODUCTOR MINERO,FLOTACIÓN,CONCENTRACIÓN,2022,MAYO,5,COBRE,SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.,AQUIA,TMF,2.736,0
